"Alzheimer"	"Parkinson"	"Autism"	"Schizophrenia"
"SPHK1"	"DNAJC6"	"PTCHD1"	"ATG7"
"SPOP"	"EIF2AK2"	"PTEN"	"ATP2A2"
"SPSB1"	"EIF4G1"	"PWAR1"	"CAT"
"SPSB3"	"FBXO7"	"PWRN1"	"CDH23"
"SPTLC2"	"FMR1"	"RAD21"	"CEP78"
"SREBF2"	"FTL"	"RAI1"	"CHI3L1"
"SRPX"	"FUS"	"RERE"	"CHRNA7"
"SRRM2"	"GABRA1"	"REV3L"	"CIB2"
"SRRT"	"GABRG2"	"RFC2"	"CLRN1"
"ST18"	"GBA1"	"RPL10"	"CNTNAP2"
"ST3GAL4"	"GCH1"	"RREB1"	"COMT"
"ST8SIA1"	"GIGYF2"	"SATB1"	"DAOA"
"STAG1"	"GP1BB"	"SATB2"	"DNAJC13"
"STARD3"	"GRN"	"SCAPER"	"DNMT3A"
"STAT6"	"HIRA"	"SCLT1"	"DRD3"
"STAU1"	"HTRA2"	"SCN1A"	"DSG4"
"STIM1"	"IMPDH2"	"SCN2A"	"EIF4G1"
"STK10"	"JAM2"	"SCN3A"	"ESPN"
"STK11"	"JMJD1C"	"SCN8A"	"FLI1"
"STK38L"	"JPH3"	"SDCCAG8"	"FTSJ1"
"STOM"	"KCNN2"	"SDHB"	"GBA1"
"STX5"	"KIF5A"	"SDHC"	"GIGYF2"
"SUMO3"	"LRRK2"	"SDHD"	"GJA5"
"SUN2"	"LYST"	"SEC23B"	"GJA8"
"SUPT20H"	"MAPT"	"SEC24C"	"GP1BB"
"SUV39H2"	"MECP2"	"SEMA3E"	"HARS1"
"SYNM"	"MPO"	"SETD2"	"HIRA"
"TAF11"	"MPV17"	"SH2B1"	"HTR2A"
"TAF15"	"MT-TT"	"SHANK3"	"JMJD1C"
"TAF5"	"MYORG"	"SIN3A"	"KRT81"
"TAFAZZIN"	"NAA60"	"SKI"	"KRT83"
"TAGLN"	"NOS3"	"SLC13A5"	"KRT86"
"TAP1"	"NOTCH3"	"SLC1A2"	"LRRK2"
"TAPBP"	"NR4A2"	"SLC35C1"	"MED12"
"TAS2R16"	"PANK2"	"SLC38A3"	"MSTO1"
"TAT"	"PARK7"	"SLC9A6"	"MT-TE"
"TBC1D2"	"PCBD1"	"SMAD4"	"MT-TS2"
"TBL1X"	"PCDH19"	"SMC1A"	"MTHFR"
"TBX6"	"PDE10A"	"SMC3"	"MYO7A"
"TCF20"	"PDGFB"	"SNORD115-1"	"NIPA1"
"TCF7"	"PDGFRB"	"SNORD116-1"	"NIPA2"
"TCF7L1"	"PINK1"	"SNRPN"	"NKX2-1"
"TCF7L2"	"PLA2G6"	"SOX2"	"PCDH15"
"TES"	"PLAU"	"SOX3"	"PDZD7"
"TF"	"POLG"	"SPEN"	"PRODH"
"TFAP2A"	"PPP2R2B"	"SPTBN1"	"PSAP"
"TFE3"	"PRKAR1B"	"STS"	"RBM12"
"TFEB"	"PRKN"	"STX1A"	"RREB1"
"TFEC"	"PRKRA"	"SUPT16H"	"RTN4R"
"TGFB1"	"PRNP"	"SYNGAP1"	"SEC24C"
"TGFB1I1"	"PSAP"	"SYNJ1"	"SETD1A"
"TGFB2"	"PSEN1"	"SZT2"	"SHANK3"
"TGIF1"	"PSEN2"	"TAF4"	"SLC12A2"
"TGIF2"	"PTPA"	"TAF6"	"SNCA"
"THOC1"	"PTRHD1"	"TAOK1"	"SYN2"
"THRA"	"PTS"	"TBCK"	"TBX1"
"TIMELESS"	"RAB39B"	"TBL2"	"TPM2"
"TIMM44"	"RREB1"	"TBR1"	"TUBG1"
"TIPARP"	"SCARB2"	"TBX1"	"UFD1"
"TJAP1"	"SCN1A"	"TCF12"	"UPF3B"
"TJP2"	"SCN1B"	"TMEM270"	"USH1C"
"TLE3"	"SCN2A"	"TMLHE"	"USH1G"
"TLE4"	"SCN9A"	"TRAK1"	"USH2A"
"TLL1"	"SEC24C"	"TRIM32"	"VPS35"
"TMBIM1"	"SIGMAR1"	"TSC1"	"WFS1"
"TMC6"	"SLC18A2"	"TSC2"	"WHRN"
"TMEM265"	"SLC20A2"	"TTC8"	"ZBTB20"
"TMPRSS3"	"SLC30A10"	"TUBG1"	"ZDHHC9"
"TMT1A"	"SLC39A14"	"UBA5"	"ABCB7"
"TNFAIP3"	"SLC6A3"	"UBE3A"	"ADGRV1"
"TNFAIP8"	"SNCA"	"UBE4B"	"AMACR"
"TNFRSF10B"	"SNCAIP"	"UFD1"	"APOL2"
"TNFRSF1A"	"SNCB"	"USF3"	"APOL4"
"TNFSF10"	"SORL1"	"VPS37D"	"ARSA"
"TNIP1"	"SPG11"	"WDPCP"	"ARSG"
"TNN"	"SPTLC1"	"WFS1"	"ARVCF"
"TNPO1"	"SQSTM1"	"WWOX"	"ATG7"
"TNPO3"	"STUB1"	"YWHAG"	"ATP2A2"
"TOB2"	"SYNJ1"	"YY1"	"CAT"
"TOM1"	"TAF1"	"ZBTB20"	"CDH23"
"TOP3A"	"TARDBP"	"ZFX"	"CEP78"
"TP53"	"TBK1"	"AADAT"	"CHI3L1"
"TP53TG5"	"TBP"	"AANAT"	"CHRNA7"
"TPD52L2"	"TBX1"	"ABAT"	"CIB2"
"TPMT"	"TH"	"ABCD4"	"CLRN1"
"TPRA1"	"TK2"	"ABL1"	"CNTNAP2"
"TPT1"	"TMEM106B"	"ABL2"	"COMT"
"TPTE"	"TMEM240"	"ACACA"	"DAOA"
"TRAK2"	"TNR"	"ACE"	"DNAJC13"
"TRAM1"	"TOMM40"	"ADA"	"DNMT3A"
"TRBC1"	"TREM2"	"ADAM10"	"DRD3"
"TREX1"	"TRPM7"	"ADGRL3"	"DSG4"
"TREX2"	"TSPOAP1"	"ADORA2A"	"EIF4G1"
"TRIB3"	"TWNK"	"ADRA1A"	"ESPN"
"TRIM10"	"UBTF"	"ADRA1B"	"FLI1"
"TRIM14"	"UCHL1"	"ADRA1D"	"FTSJ1"
"TRIM24"	"UFD1"	"ADRB2"	"GBA1"
"TRIM26"	"UQCRC1"	"ADSS2"	"GIGYF2"
"TRIM49"	"VCP"	"AGMO"	"GJA5"
"TRIM68"	"VPS13A"	"AGTR1"	"GJA8"
"TRIOBP"	"VPS13C"	"AHCY"	"GP1BB"
"TRIP10"	"VPS35"	"AKR1A1"	"HARS1"
"TRIP4"	"WARS2"	"AKR1B1"	"HIRA"
"TRPS1"	"WDR45"	"AKR1C1"	"HTR2A"
"TRPV1"	"XPR1"	"AKR1C3"	"JMJD1C"
"TSPAN2"	"BMP2"	"AKT1S1"	"KRT81"
"TSPAN32"	"FNIP1"	"AKT2"	"KRT83"
"TSPAN5"	"GAA"	"AKT3"	"KRT86"
"TSPAN6"	"GTPBP3"	"ALDH1L1"	"LRRK2"
"TSPO"	"IFNG"	"ALDH1L2"	"MED12"
"TTF1"	"JAG2"	"ALDH2"	"MSTO1"
"TTLL3"	"LAMP2"	"ALDH9A1"	"MT-TE"
"TUBA1A"	"MRPS14"	"ALPI"	"MT-TS2"
"TUBA3C"	"MT-CO1"	"ALPL"	"MTHFR"
"TUBA8"	"MT-CO2"	"AMN"	"MYO7A"
"TULP3"	"MT-CO3"	"AMPD1"	"NIPA1"
"TXLNA"	"MT-CYB"	"AOC1"	"NIPA2"
"TXNIP"	"MT-ND1"	"AOX1"	"NKX2-1"
"TYK2"	"MT-ND4"	"APP"	"PCDH15"
"TYMP"	"MT-ND5"	"APRT"	"PDZD7"
"U2AF2"	"MT-ND6"	"ASMT"	"PRODH"
"UBAP2"	"MT-TC"	"ATG10"	"PSAP"
"UBE2C"	"MT-TF"	"ATG101"	"RBM12"
"UBE2D4"	"MT-TH"	"ATG12"	"RREB1"
"UBE2L3"	"MT-TK"	"ATG13"	"RTN4R"
"UBE3B"	"MT-TL1"	"ATG14"	"SEC24C"
"UBFD1"	"MT-TQ"	"ATG16L1"	"SETD1A"
"UBN1"	"MT-TS2"	"ATG2A"	"SHANK3"
"UBXN1"	"MT-TV"	"ATG3"	"SLC12A2"
"UCN"	"MT-TW"	"ATG4A"	"SNCA"
"UGCG"	"MTFMT"	"ATG5"	"SYN2"
"UNG"	"NDUFAF1"	"ATG7"	"TBX1"
"UPF1"	"PRKAG2"	"ATIC"	"TPM2"
"UPF3A"	"TCAP"	"BECN1"	"TUBG1"
"USF2"	"TNNI3"	"BHMT"	"UFD1"
"USP13"	"TSC1"	"CACNG1"	"UPF3B"
"USP22"	"TSC2"	"CACNG2"	"USH1C"
"USP3"	"APAF1"	"CACNG3"	"USH1G"
"USP4"	"ATP5F1A"	"CACNG4"	"USH2A"
"USP47"	"ATP5F1B"	"CACNG5"	"VPS35"
"USP48"	"ATP5F1C"	"CACNG6"	"WFS1"
"USP7"	"ATP5F1D"	"CACNG7"	"WHRN"
"USPL1"	"ATP5F1E"	"CACNG8"	"ZBTB20"
"UST"	"ATP5MC1"	"CALM1"	"ZDHHC9"
"UTP14C"	"ATP5MC1P5"	"CBL"	"ABCB7"
"UVRAG"	"ATP5MC2"	"CBLIF"	"ADGRV1"
"VAMP3"	"ATP5MC3"	"CBR1"	"AMACR"
"VAT1"	"ATP5PB"	"CBS"	"APOL2"
"VCAM1"	"ATP5PD"	"CCT6A"	"APOL4"
"VEGFB"	"ATP5PF"	"CD320"	"ARSA"
"VEGFC"	"ATP5PO"	"CDO1"	"ARSG"
"VEZF1"	"CASP3"	"CNR1"	"ARVCF"
"VGLL4"	"CASP9"	"CNR2"	"ATG7"
"VPS11"	"COX4I1"	"CNTN1"	"ATP2A2"
"VRK2"	"COX4I2"	"CNTN2"	"CAT"
"WASF2"	"COX5A"	"CNTN3"	"CDH23"
"WDR45"	"COX5B"	"CNTN4"	"CEP78"
"WDR6"	"COX6A1"	"CNTN5"	"CHI3L1"
"WFDC2"	"COX6A2"	"CNTN6"	"CHRNA7"
"WFS1"	"COX6B1"	"CNTNAP1"	"CIB2"
"WHRN"	"COX6B2"	"CNTNAP3"	"CLRN1"
"WIPF2"	"COX6C"	"CNTNAP4"	"CNTNAP2"
"WIPI2"	"COX6CP3"	"CPLX1"	"COMT"
"WNK1"	"COX7A1"	"CSAD"	"DAOA"
"WNT7B"	"COX7A2"	"CTH"	"DNAJC13"
"WRN"	"COX7A2L"	"CTNNB1"	"DNMT3A"
"WWC3"	"COX7B"	"CTTN"	"DRD3"
"WWOX"	"COX7B2"	"CUBN"	"DSG4"
"YY1"	"COX7C"	"CYP2C19"	"EIF4G1"
"ZBTB16"	"COX8A"	"CYP2C9"	"ESPN"
"ZBTB17"	"COX8C"	"CYP2D6"	"FLI1"
"ZBTB20"	"CYC1"	"CYP3A4"	"FTSJ1"
"ZC3H4"	"CYCS"	"DAG1"	"GBA1"
"ZC3HAV1"	"GPR37"	"DAGLA"	"GIGYF2"
"ZDHHC11"	"MT-ATP6"	"DAGLB"	"GJA5"
"ZFAND3"	"MT-ATP8"	"DBH"	"GJA8"
"ZFHX3"	"MT-ND2"	"DDC"	"GP1BB"
"ZFHX4"	"MT-ND3"	"DEPTOR"	"HARS1"
"ZFP36"	"MT-ND4L"	"DGUOK"	"HIRA"
"ZFP36L1"	"NDUFA1"	"DHFR"	"HTR2A"
"ZFPL1"	"NDUFA10"	"DLG1"	"JMJD1C"
"ZFTRAF1"	"NDUFA2"	"DLG2"	"KRT81"
"ZIC1"	"NDUFA3"	"DLG3"	"KRT83"
"ZMIZ1"	"NDUFA4"	"DLG4"	"KRT86"
"ZNF12"	"NDUFA4L2"	"DLG5"	"LRRK2"
"ZNF131"	"NDUFA5"	"DLGAP1"	"MED12"
"ZNF133"	"NDUFA6"	"DLGAP2"	"MSTO1"
"ZNF148"	"NDUFA7"	"DLGAP3"	"MT-TE"
"ZNF175"	"NDUFA8"	"DLGAP4"	"MT-TS2"
"ZNF180"	"NDUFA9"	"DLGAP5"	"MTHFR"
"ZNF195"	"NDUFAB1"	"DNMT1"	"MYO7A"
"ZNF202"	"NDUFB1"	"DRD2"	"NIPA1"
"ZNF211"	"NDUFB10"	"DRD4"	"NIPA2"
"ZNF232"	"NDUFB2"	"DRD5"	"NKX2-1"
"ZNF236"	"NDUFB3"	"EGFR"	"PCDH15"
"ZNF264"	"NDUFB4"	"FAAH"	"PDZD7"
"ZNF274"	"NDUFB5"	"FAAH2"	"PRODH"
"ZNF277"	"NDUFB6"	"FMO1"	"PSAP"
"ZNF337"	"NDUFB7"	"FOLH1"	"RBM12"
"ZNF358"	"NDUFB8"	"FOLR1"	"RREB1"
"ZNF410"	"NDUFB9"	"FOLR2"	"RTN4R"
"ZNF473"	"NDUFC1"	"GABBR1"	"SEC24C"
"ZNF514"	"NDUFC2"	"GABRA1"	"SETD1A"
"ZP3"	"NDUFS1"	"GABRA3"	"SHANK3"
"ZRSR2"	"NDUFS2"	"GABRA4"	"SLC12A2"
"ABCA7"	"NDUFS3"	"GABRB1"	"SNCA"
"APOE"	"NDUFS4"	"GABRB3"	"SYN2"
"MPO"	"NDUFS5"	"GABRG1"	"TBX1"
"NOS3"	"NDUFS6"	"GABRQ"	"TPM2"
"PLAU"	"NDUFS7"	"GAD1"	"TUBG1"
"PSEN1"	"NDUFS8"	"GAD2"	"UFD1"
"ADAM10"	"NDUFV1"	"GCAT"	"UPF3B"
"APAF1"	"NDUFV2"	"GCH1"	"USH1C"
"APBB1"	"NDUFV3"	"GK"	"USH1G"
"APH1A"	"PPID"	"GKAP1"	"USH2A"
"ATF6"	"SDHA"	"GLS"	"VPS35"
"ATP2A1"	"SDHB"	"GLS2"	"WFS1"
"ATP2A3"	"SDHC"	"GLUL"	"WHRN"
"ATP5F1D"	"SDHCP5"	"GNAQ"	"ZBTB20"
"ATP5MC1"	"SDHD"	"GNMT"	"ZDHHC9"
"ATP5MC1P5"	"SEPTIN5"	"GOT2"	"ABCB7"
"ATP5MC2"	"SLC18A1"	"GPHN"	"ADGRV1"
"BACE1"	"SLC25A31"	"GRIA1"	"AMACR"
"BACE2"	"SLC25A4"	"GRIA2"	"APOL2"
"BID"	"SLC25A5"	"GRIA4"	"APOL4"
"CACNA1C"	"SLC25A6"	"GRIN1"	"ARSA"
"CACNA1D"	"UBA1"	"GRIN2A"	"ARSG"
"CACNA1F"	"UBA7"	"GRIN2B"	"ARVCF"
"CACNA1S"	"UBB"	"GRIN2C"	"ATG7"
"CALM2"	"UBE2G1"	"GRIN3A"	"ATP2A2"
"CALML3"	"UBE2G2"	"GRIN3B"	"CAT"
"CALML5"	"UBE2J1"	"GRIP1"	"CDH23"
"CALML6"	"UBE2J2"	"GRIP2"	"CEP78"
"CAPN2"	"UBE2L3"	"GRM1"	"CHI3L1"
"CASP7"	"UBE2L6"	"GRM2"	"CHRNA7"
"CASP8"	"UQCR10"	"GRM3"	"CIB2"
"CHP2"	"UQCR10P1"	"GRM4"	"CLRN1"
"COX4I2"	"UQCR11"	"GRM5"	"CNTNAP2"
"COX6A2"	"UQCRB"	"GRM6"	"COMT"
"COX6B2"	"UQCRC2"	"GRM7"	"DAOA"
"COX6CP3"	"UQCRFS1"	"GRM8"	"DNAJC13"
"COX7A1"	"UQCRH"	"HCFC1"	"DNMT3A"
"COX7B2"	"UQCRHL"	"HDC"	"DRD3"
"COX8C"	"UQCRQ"	"HNMT"	"DSG4"
"EIF2AK3"	"VDAC1"	"HOMER1"	"EIF4G1"
"ERN1"	"VDAC2"	"HOMER2"	"ESPN"
"FADD"	"VDAC2P5"	"HOMER3"	"FLI1"
"FAS"	"VDAC3"	"HPRT1"	"FTSJ1"
"GNAQ"	"CASP2"	"HTR1D"	"GBA1"
"GRIN1"	"CASP6"	"HTR1E"	"GIGYF2"
"GRIN2B"	"CASP7"	"HTR1F"	"GJA5"
"GRIN2C"	"CCNE1"	"HTR2A"	"GJA8"
"GRIN2D"	"CCNE2"	"HTR2B"	"GP1BB"
"HSD17B10"	"DDC"	"HTR3B"	"HARS1"
"IDE"	"EPRS1"	"HTR3C"	"HIRA"
"IL1B"	"MAPK11"	"HTR3D"	"HTR2A"
"ITPR2"	"MAPK12"	"HTR3E"	"JMJD1C"
"ITPR3"	"MAPK13"	"HTR4"	"KRT81"
"LRP1"	"MAPK14"	"HTR6"	"KRT83"
"MAPK3"	"MIR10A"	"HTR7"	"KRT86"
"MAPT"	"MIR1224"	"IDO1"	"LRRK2"
"MME"	"MIR127"	"IDO2"	"MED12"
"MT-ATP6"	"MIR128-1"	"IMPDH1"	"MSTO1"
"MT-ATP8"	"MIR128-2"	"INSR"	"MT-TE"
"MT-CO1"	"MIR1294"	"ITPA"	"MT-TS2"
"MT-CO2"	"MIR132"	"KCNA1"	"MTHFR"
"MT-CO3"	"MIR136"	"KCNA3"	"MYO7A"
"MT-CYB"	"MIR16-2"	"KCNA4"	"NIPA1"
"NDUFA1"	"MIR18A"	"KCNA5"	"NIPA2"
"NDUFA4L2"	"MIR195"	"KCNA6"	"NKX2-1"
"NDUFA6"	"MIR19A"	"KCNA7"	"PCDH15"
"NDUFA9"	"MIR19B1"	"KIT"	"PDZD7"
"NDUFB10"	"MIR19B2"	"KMO"	"PRODH"
"NDUFB6"	"MIR212"	"KYAT1"	"PSAP"
"NDUFB7"	"MIR26A1"	"KYAT3"	"RBM12"
"NDUFB9"	"MIR26A2"	"KYNU"	"RREB1"
"NDUFC1"	"MIR26B"	"LMBRD1"	"RTN4R"
"NDUFS1"	"MIR30A"	"MAOB"	"SEC24C"
"NDUFS5"	"MIR30E"	"MAP1LC3A"	"SETD1A"
"NDUFS6"	"MIR338"	"MAPKAP1"	"SHANK3"
"NDUFS7"	"MIR34B"	"MAT1A"	"SLC12A2"
"NDUFS8"	"MIR34C"	"MAT2B"	"SNCA"
"NDUFV1"	"MIR370"	"MC4R"	"SYN2"
"NDUFV3"	"MIR375"	"MLST8"	"TBX1"
"NOS1"	"MIR409"	"MMAA"	"TPM2"
"PLCB2"	"MIR431"	"MMACHC"	"TUBG1"
"PLCB3"	"MIR433"	"MMADHC"	"UFD1"
"PLCB4"	"MIR4448"	"MMUT"	"UPF3B"
"PPP3CC"	"MIR485"	"MOCOS"	"USH1C"
"PPP3R2"	"MIR503"	"MTHFD1"	"USH1G"
"PSENEN"	"MIR873"	"MTHFD1L"	"USH2A"
"RYR3"	"MIRLET7G"	"MTHFD2"	"VPS35"
"SDHC"	"SYT11"	"MTHFD2L"	"WFS1"
"SDHCP5"	"ABCA7"	"MTHFR"	"WHRN"
"TNF"	"ACBD6"	"MTOR"	"ZBTB20"
"UQCR10P1"	"ADH1C"	"MTR"	"ZDHHC9"
"UQCRB"	"AFG3L2"	"MTRR"	"ABCB7"
"UQCRFS1"	"ALS2"	"NADSYN1"	"ADGRV1"
"UQCRHL"	"AOPEP"	"NCAM1"	"AMACR"
"CCL15"	"AP5Z1"	"NGLY1"	"APOL2"
"CCL18"	"APOE"	"NLGN1"	"APOL4"
"CCL5"	"APP"	"NLGN2"	"ARSA"
"CCL7"	"ARVCF"	"NLGN4X"	"ARSG"
"CSF3"	"ATN1"	"NMNAT1"	"ARVCF"
"CXCL8"	"ATP13A2"	"NOS1"	"ATG7"
"GDNF"	"ATP1A3"	"NOS2"	"ATP2A2"
"IL11"	"ATP6AP2"	"NOS3"	"CAT"
"IL1A"	"ATP7B"	"NOX1"	"CDH23"
"IL3"	"ATXN2"	"NOX3"	"CEP78"
"ADRM1"	"ATXN3"	"NOX4"	"CHI3L1"
"AGER"	"ATXN8OS"	"NOX5"	"CHRNA7"
"AKT1"	"C19orf12"	"NRXN1"	"CIB2"
"AKT2"	"C9orf72"	"NRXN2"	"CLRN1"
"AMBRA1"	"CAT"	"NRXN3"	"CNTNAP2"
"APC2"	"CBS"	"OPRM1"	"COMT"
"APH1B"	"CHCHD10"	"OXT"	"DAOA"
"ARAF"	"CHCHD2"	"OXTR"	"DNAJC13"
"ATF4"	"CHMP2B"	"PCBD1"	"DNMT3A"
"ATG101"	"CLN3"	"PCBD2"	"DRD3"
"ATG13"	"COASY"	"PDGFRA"	"DSG4"
"ATG14"	"COMT"	"PDGFRB"	"EIF4G1"
"ATG2A"	"COQ2"	"PDXK"	"ESPN"
"ATG2B"	"CP"	"PIK3AP1"	"FLI1"
"AXIN1"	"CSF1R"	"PIK3C3"	"FTSJ1"
"AXIN2"	"CYP27A1"	"PIK3CB"	"GBA1"
"BECN2"	"DCTN1"	"PIK3CD"	"GIGYF2"
"BRAF"	"DNAJC12"	"PIK3R1"	"GJA5"
"CHRNA7"	"DNAJC13"	"PIK3R2"	"GJA8"
"CHUK"	"DNAJC5"	"PIK3R3"	"GP1BB"
"CSNK1A1L"	"DNAJC6"	"PIK3R4"	"HARS1"
"CSNK2A3"	"EIF2AK2"	"PLCG1"	"HIRA"
"CSNK2B"	"EIF4G1"	"PLCG2"	"HTR2A"
"CTNNB1"	"FBXO7"	"PNMT"	"JMJD1C"
"CYBB"	"FMR1"	"PNP"	"KRT81"
"DDIT3"	"FTL"	"PNPO"	"KRT83"
"DKK1"	"FUS"	"PRKAA1"	"KRT86"
"DKK2"	"GABRA1"	"PRKAA2"	"LRRK2"
"DKK4"	"GABRG2"	"PRKACA"	"MED12"
"DVL1"	"GBA1"	"PRKACB"	"MSTO1"
"DVL2"	"GCH1"	"PRKACG"	"MT-TE"
"DVL3"	"GIGYF2"	"PRKAR1A"	"MT-TS2"
"FRAT2"	"GP1BB"	"PRKAR1B"	"MTHFR"
"FZD1"	"GRN"	"PRKAR2B"	"MYO7A"
"FZD2"	"HIRA"	"PRKCA"	"NIPA1"
"FZD3"	"HTRA2"	"PRKCB"	"NIPA2"
"FZD5"	"IMPDH2"	"PRKCD"	"NKX2-1"
"FZD6"	"JAM2"	"PRKCG"	"PCDH15"
"FZD7"	"JMJD1C"	"PTK2B"	"PDZD7"
"FZD8"	"JPH3"	"PTS"	"PRODH"
"FZD9"	"KCNN2"	"QDPR"	"PSAP"
"GPR83"	"KIF5A"	"QPRT"	"RBM12"
"HRAS"	"LRRK2"	"RB1CC1"	"RREB1"
"IKBKB"	"LYST"	"REN"	"RTN4R"
"INS"	"MAPT"	"RFK"	"SEC24C"
"IRS1"	"MECP2"	"RHEB"	"SETD1A"
"IRS4"	"MPO"	"RHOA"	"SHANK3"
"KIF5A"	"MPV17"	"RICTOR"	"SLC12A2"
"KLC2"	"MT-TT"	"RIT2"	"SNCA"
"KLC3"	"MYORG"	"RPTOR"	"SYN2"
"KLC4"	"NAA60"	"SCN10A"	"TBX1"
"KRAS"	"NOS3"	"SCN11A"	"TPM2"
"LRP5"	"NOTCH3"	"SCN1B"	"TUBG1"
"MAP3K5"	"NR4A2"	"SCN2B"	"UFD1"
"MAPK10"	"PANK2"	"SCN3B"	"UPF3B"
"MAPK8"	"PARK7"	"SCN4A"	"USH1C"
"MCU"	"PCBD1"	"SCN4B"	"USH1G"
"MTOR"	"PCDH19"	"SCN5A"	"USH2A"
"NOS2"	"PDE10A"	"SCN7A"	"VPS35"
"NOX1"	"PDGFB"	"SCN9A"	"WFS1"
"NOX4"	"PDGFRB"	"SESN1"	"WHRN"
"NRAS"	"PINK1"	"SESN2"	"ZBTB20"
"NRBF2"	"PLA2G6"	"SHANK1"	"ZDHHC9"
"PIK3CA"	"PLAU"	"SHANK2"	"ABCB7"
"PIK3CB"	"POLG"	"SHMT1"	"ADGRV1"
"PIK3CD"	"PPP2R2B"	"SHMT2"	"AMACR"
"PIK3R1"	"PRKAR1B"	"SIRT3"	"APOL2"
"PIK3R2"	"PRKN"	"SLC17A6"	"APOL4"
"PIK3R3"	"PRKRA"	"SLC18A1"	"ARSA"
"PPIF"	"PRNP"	"SLC19A1"	"ARSG"
"PSMA2"	"PSAP"	"SLC25A12"	"ARVCF"
"PSMA3"	"PSEN1"	"SLC25A13"	"ATG7"
"PSMA4"	"PSEN2"	"SLC25A32"	"ATP2A2"
"PSMA6"	"PTPA"	"SLC25A39"	"CAT"
"PSMA8"	"PTRHD1"	"SLC25A40"	"CDH23"
"PSMB1"	"PTS"	"SLC32A1"	"CEP78"
"PSMB7"	"RAB39B"	"SLC46A1"	"CHI3L1"
"PSMC1"	"RREB1"	"SLC52A1"	"CHRNA7"
"PSMC3"	"SCARB2"	"SLC52A2"	"CIB2"
"PSMC4"	"SCN1A"	"SLC52A3"	"CLRN1"
"PSMC5"	"SCN1B"	"SLC6A1"	"CNTNAP2"
"PSMD13"	"SCN2A"	"SLC6A2"	"COMT"
"PSMD2"	"SCN9A"	"SLC6A3"	"DAOA"
"PSMD3"	"SEC24C"	"SLC6A4"	"DNAJC13"
"PSMD4"	"SIGMAR1"	"SNAP25"	"DNMT3A"
"PSMD7"	"SLC18A2"	"SOD1"	"DRD3"
"PSMD8"	"SLC20A2"	"SOD2"	"DSG4"
"PSMD9"	"SLC30A10"	"SOD3"	"EIF4G1"
"PTGS2"	"SLC39A14"	"SORBS2"	"ESPN"
"RAF1"	"SLC6A3"	"SPR"	"FLI1"
"RELA"	"SNCA"	"STK11"	"FTSJ1"
"SLC25A31"	"SNCAIP"	"STXBP1"	"GBA1"
"SLC25A4"	"SNCB"	"SULT1A3"	"GIGYF2"
"TRAF2"	"SORL1"	"SYP"	"GJA5"
"TUBA1B"	"SPG11"	"SYT1"	"GJA8"
"TUBA1C"	"SPTLC1"	"TAAR1"	"GP1BB"
"TUBA3D"	"SQSTM1"	"TCN1"	"HARS1"
"TUBA3E"	"STUB1"	"TCN2"	"HIRA"
"TUBA4A"	"SYNJ1"	"TDO2"	"HTR2A"
"TUBAL3"	"TAF1"	"TH"	"JMJD1C"
"TUBB"	"TARDBP"	"TNF"	"KRT81"
"TUBB1"	"TBK1"	"TPH1"	"KRT83"
"TUBB2B"	"TBP"	"TPH2"	"KRT86"
"TUBB3"	"TBX1"	"TYMS"	"LRRK2"
"TUBB4A"	"TH"	"ULK1"	"MED12"
"TUBB6"	"TK2"	"VAMP2"	"MSTO1"
"TUBB8"	"TMEM106B"	"WDR45"	"MT-TE"
"ULK1"	"TMEM240"	"WIPI1"	"MT-TS2"
"VDAC2"	"TNR"	"WIPI2"	"MTHFR"
"WIPI1"	"TOMM40"	"XDH"	"MYO7A"
"WNT1"	"TREM2"	"ARC"	"NIPA1"
"WNT10A"	"TRPM7"	"BDNF"	"NIPA2"
"WNT10B"	"TSPOAP1"	"CAMK2B"	"NKX2-1"
"WNT11"	"TWNK"	"CAMK4"	"PCDH15"
"WNT16"	"UBTF"	"EIF4EBP1"	"PDZD7"
"WNT2"	"UCHL1"	"GSK3B"	"PRODH"
"WNT2B"	"UFD1"	"HRAS"	"PSAP"
"WNT3"	"UQCRC1"	"KRAS"	"RBM12"
"WNT3A"	"VCP"	"MAPK1"	"RREB1"
"WNT4"	"VPS13A"	"MAPK3"	"RTN4R"
"WNT5A"	"VPS13C"	"NF1"	"SEC24C"
"WNT5B"	"VPS35"	"NRAS"	"SETD1A"
"WNT6"	"WARS2"	"PRKAB1"	"SHANK3"
"WNT7A"	"WDR45"	"PRKAB2"	"SLC12A2"
"XBP1"	"XPR1"	"PRKAG1"	"SNCA"
"MIR101-1"	"BMP2"	"PRKAG2"	"SYN2"
"MIR10A"	"FNIP1"	"PRKAG3"	"TBX1"
"MIR124-1"	"GAA"	"RPS6KB1"	"TPM2"
"MIR124-2"	"GTPBP3"	"AARS1"	"TUBG1"
"MIR124-3"	"IFNG"	"ABCB7"	"UFD1"
"MIR125A"	"JAG2"	"ACTL6B"	"UPF3B"
"MIR125B1"	"LAMP2"	"ADNP"	"USH1C"
"MIR127"	"MRPS14"	"ADSL"	"USH1G"
"MIR1285-2"	"MT-CO1"	"AHDC1"	"USH2A"
"MIR129-1"	"MT-CO2"	"AKT1"	"VPS35"
"MIR129-2"	"MT-CO3"	"ALAD"	"WFS1"
"MIR1307"	"MT-CYB"	"ALDH5A1"	"WHRN"
